,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,Ca [mg/kg]
138,39.4451,-4.887,0.11045546745343905,1376.0,1450.0,1635.0,2412.0,2645.0,2868.0,3076.0,3011.0,3297.0,1296.0,15.0,3910.0,2858.0,600.0
139,39.4465,-4.7801,0.13890489913544668,1253.0,1097.0,1166.0,1494.0,1616.0,1807.0,1968.0,1976.0,2146.0,923.0,15.0,3486.0,2647.0,500.0
140,39.3507,-2.9333,0.11037839535248861,1557.0,1879.0,2102.0,2833.0,2722.0,3200.0,3485.0,3536.0,3645.0,1480.0,21.0,4280.0,3537.0,900.0
141,39.2673,-3.7334,0.17541436464088397,1475.0,1557.0,1698.0,2388.0,2736.0,3090.0,3453.0,3404.0,3945.0,1355.0,18.0,4243.0,2661.0,560.0
142,39.2673,-3.4334,0.15625,1619.0,1445.0,1517.0,2025.0,2351.0,2635.0,2848.0,2775.0,3251.0,1349.0,21.0,4234.0,3105.0,3520.0
143,39.3173,-3.1833,0.14036950520280314,1462.0,1392.0,1524.0,2024.0,2151.0,2519.0,2759.0,2685.0,2877.0,1055.0,20.0,3620.0,3017.0,2540.0
144,39.284,-2.8667,0.11560891938250428,1724.0,1513.0,1788.0,2578.0,2917.0,3131.0,3386.0,3252.0,3678.0,1847.0,25.0,4791.0,3982.0,1840.0
145,39.0523,-4.1765,0.09788359788359788,1375.0,1112.0,1062.0,1364.0,1471.0,1691.0,1804.0,1660.0,1909.0,810.0,15.0,2152.0,1714.0,7080.0
146,39.0348,-4.157,0.1388660640920296,1390.0,1261.0,1252.0,1572.0,1696.0,1931.0,2114.0,2079.0,2309.0,885.0,16.0,2226.0,1488.0,140.0
147,39.1118,-3.2417,0.1325459317585302,1587.0,1676.0,1886.0,2644.0,2924.0,3117.0,3421.0,3452.0,3973.0,1357.0,21.0,4395.0,2948.0,2820.0
148,39.1173,-3.1167,0.11552875998044647,1627.0,1608.0,1885.0,2714.0,2888.0,3148.0,3431.0,3423.0,3723.0,1278.0,22.0,4813.0,4042.0,3520.0
149,38.834,-3.8334,0.12234227953990938,1662.0,1608.0,1788.0,2518.0,2659.0,2851.0,3157.0,3220.0,3502.0,1384.0,22.0,4331.0,3066.0,240.0
150,38.8687,-3.6945,0.042370678450740835,1527.0,1484.0,1464.0,1842.0,2103.0,2277.0,2384.0,2005.0,2426.0,938.0,17.0,2901.0,2088.0,1700.0
151,38.9257,-3.6536,0.1185292694726657,1389.0,1125.0,1233.0,1822.0,1985.0,2273.0,2479.0,2312.0,2512.0,1057.0,17.0,2705.0,2012.0,3320.0
152,38.837,-3.3947,0.02526351012213485,1727.0,2139.0,2365.0,2913.0,3039.0,3011.0,3382.0,3064.0,3206.0,1111.0,20.0,3299.0,2645.0,500.0
153,38.884,-3.2667,0.07657142857142857,1378.0,1226.0,1323.0,2020.0,2138.0,2292.0,2455.0,2355.0,2576.0,968.0,18.0,3040.0,2691.0,2460.0
154,38.9173,-3.0833,0.1509142983035911,1347.0,1225.0,1283.0,1927.0,2147.0,2439.0,2647.0,2612.0,2905.0,1052.0,17.0,3062.0,2296.0,3400.0
155,38.734,-4.0801,0.11204565935716432,1249.0,980.0,971.0,1478.0,1679.0,1844.0,1993.0,1851.0,2107.0,1036.0,17.0,2877.0,2264.0,2500.0
156,38.722,-3.8956,0.1467072375570528,1428.0,1397.0,1480.0,1963.0,2201.0,2413.0,2751.0,2638.0,2938.0,1133.0,18.0,3146.0,2075.0,5600.0
157,38.8006,-3.4334,0.17036654620547237,1259.0,1073.0,1160.0,1607.0,1766.0,2112.0,2325.0,2267.0,2449.0,1090.0,20.0,3173.0,2520.0,3660.0
158,38.7006,-3.0167,0.0767473732297853,1284.0,1198.0,1286.0,2021.0,2150.0,2264.0,2426.0,2357.0,2585.0,936.0,17.0,3219.0,2605.0,2960.0
159,38.8173,-2.9833,0.07527372262773722,1395.0,1249.0,1354.0,2027.0,2133.0,2307.0,2476.0,2357.0,2589.0,977.0,19.0,3095.0,2635.0,3000.0
160,38.7673,-2.8667,0.09997840639170806,1350.0,1286.0,1465.0,2084.0,2257.0,2476.0,2637.0,2547.0,2865.0,1160.0,19.0,3776.0,2989.0,4860.0
161,38.634,-3.6,0.1372854914196568,1312.0,1105.0,1190.0,1659.0,1807.0,2077.0,2283.0,2187.0,2347.0,977.0,20.0,3300.0,2375.0,3340.0
162,38.6006,-3.4667,0.09104330708661418,1274.0,1128.0,1250.0,1847.0,1976.0,2145.0,2294.0,2217.0,2366.0,928.0,20.0,3332.0,2618.0,4560.0
163,38.6006,-3.4834,0.16522837297411072,1301.0,1114.0,1245.0,1983.0,2260.0,2722.0,2968.0,2768.0,3067.0,1211.0,18.0,3629.0,2737.0,2960.0
164,38.584,-3.2833,0.08608385370205174,1306.0,1304.0,1499.0,2049.0,2080.0,2301.0,2477.0,2435.0,2643.0,1021.0,18.0,3348.0,2649.0,2700.0
165,39.309,-3.2333,0.1011206328279499,1888.0,2118.0,2465.0,3409.0,3606.0,3880.0,4203.0,4176.0,4619.0,1579.0,23.0,5243.0,3571.0,3760.0
166,38.8173,-3.3333,0.14715025906735751,1329.0,1138.0,1150.0,1646.0,1702.0,1959.0,2197.0,2214.0,2432.0,1000.0,18.0,3288.0,2281.0,2760.0
167,38.8006,-3.4084,0.19969070172047168,1335.0,1207.0,1380.0,2070.0,2319.0,2875.0,3123.0,3103.0,3313.0,1216.0,21.0,3823.0,3026.0,2400.0
168,38.584,-4.9001,0.11221009549795362,1696.0,1731.0,1894.0,2603.0,2739.0,3026.0,3266.0,3261.0,3632.0,1256.0,20.0,4189.0,2973.0,2340.0
169,38.4006,-4.8834,0.17990975083382382,1518.0,1464.0,1593.0,2090.0,2369.0,2695.0,3011.0,3007.0,3431.0,1354.0,23.0,4397.0,2846.0,4420.0
170,38.3506,-4.9334,0.10635838150289018,1463.0,1423.0,1384.0,1546.0,1625.0,1841.0,1981.0,1914.0,2193.0,884.0,19.0,2687.0,1907.0,2000.0
171,38.4409,-4.807,0.15384615384615385,1683.0,1653.0,1836.0,2431.0,2758.0,3079.0,3475.0,3315.0,3761.0,1364.0,24.0,4451.0,3350.0,560.0
172,38.3979,-4.8168,0.14383673469387756,1725.0,1737.0,1926.0,2622.0,2909.0,3235.0,3549.0,3503.0,3993.0,1434.0,24.0,4921.0,3350.0,680.0
173,38.3451,-4.7376,0.19406041986687148,1390.0,1383.0,1434.0,1574.0,1734.0,2410.0,2831.0,2332.0,3203.0,1135.0,20.0,2796.0,1716.0,700.0
174,37.7784,-5.0987,0.1646586345381526,1605.0,1534.0,1615.0,2080.0,2255.0,2622.0,2939.0,2900.0,3390.0,1025.0,20.0,4130.0,2739.0,4780.0
175,37.8034,-5.0765,0.15948813982521848,1682.0,1798.0,2020.0,2693.0,2734.0,3293.0,3608.0,3715.0,4069.0,1182.0,21.0,3840.0,2510.0,1820.0
176,37.8173,-4.7834,0.15908263560247543,1674.0,1641.0,1770.0,2310.0,2625.0,2919.0,3258.0,3184.0,3619.0,1144.0,19.0,4254.0,2867.0,4080.0
177,37.3173,-4.3667,0.14115477372676977,2170.0,2364.0,2595.0,3027.0,3313.0,3864.0,4241.0,4022.0,4488.0,1457.0,19.0,4678.0,3542.0,1060.0
178,43.6008,-8.117,0.04225138435864371,6325.0,6013.0,5877.0,6313.0,6359.0,6882.0,7219.0,6870.0,7428.0,3093.0,39.0,5106.0,3432.0,920.0
179,43.5841,-7.9836,0.05751729159082636,5261.0,5372.0,5009.0,5178.0,5214.0,5660.0,5895.0,5810.0,6008.0,2354.0,73.0,4532.0,3429.0,2500.0
180,43.5675,-7.8336,0.02322378716744914,7835.0,7599.0,7259.0,7802.0,7905.0,8267.0,8602.0,8173.0,8832.0,3396.0,30.0,5331.0,3339.0,460.0
181,43.4841,-8.0503,0.0356272838002436,6478.0,6308.0,5964.0,6334.0,6442.0,6828.0,7118.0,6802.0,7250.0,2699.0,28.0,5148.0,3467.0,20.0
182,40.084,-2.7,0.18064930890388942,1706.0,1670.0,1889.0,2549.0,3007.0,3411.0,3753.0,3673.0,4154.0,1551.0,17.0,4227.0,3120.0,6380.0
183,40.034,-1.8999,0.19992105782514308,1440.0,1532.0,1573.0,2027.0,2198.0,2682.0,2954.0,3040.0,3398.0,1114.0,15.0,3647.0,2536.0,3300.0
184,39.9674,-1.9833,0.12190247801758593,1406.0,1259.0,1488.0,2197.0,2385.0,2730.0,2988.0,2807.0,3245.0,898.0,16.0,4294.0,3377.0,2380.0
185,39.5173,-2.7333,0.16578445903027736,1420.0,1324.0,1461.0,1970.0,2172.0,2446.0,2702.0,2753.0,3000.0,1492.0,22.0,3481.0,1895.0,500.0
186,41.8424,2.4281,0.17124463519313304,1220.0,1369.0,1491.0,1931.0,1951.0,2522.0,2861.0,2729.0,3072.0,908.0,11.0,3537.0,2639.0,2380.0
187,41.9285,2.7503,0.0505804311774461,1301.0,1172.0,1072.0,1145.0,1211.0,1321.0,1404.0,1267.0,1427.0,410.0,13.0,1446.0,1097.0,1040.0
188,41.7696,2.7156,0.16889185580774366,1402.0,1132.0,1058.0,1245.0,1297.0,1622.0,1799.0,1751.0,2023.0,471.0,12.0,2024.0,1380.0,4500.0
189,42.1507,2.7503,0.12984268607654378,1376.0,1308.0,1499.0,1853.0,1996.0,2287.0,2525.0,2406.0,2696.0,644.0,13.0,3284.0,2289.0,5980.0
190,37.7506,-2.45,0.09526184538653366,2416.0,2538.0,2930.0,3628.0,3906.0,4217.0,4482.0,4392.0,4700.0,1958.0,24.0,5163.0,4127.0,840.0
191,37.8173,-2.4333,0.12832072130091773,2004.0,1846.0,2025.0,2707.0,3003.0,3213.0,3529.0,3504.0,3905.0,1794.0,23.0,4292.0,3018.0,3820.0
192,37.4006,-3.3,0.18194801485289916,1475.0,1198.0,1231.0,1432.0,1571.0,1880.0,2017.0,2069.0,2261.0,1136.0,16.0,2891.0,2003.0,3320.0
193,37.4839,-2.7667,0.08662242403073699,2315.0,2220.0,2296.0,2615.0,2944.0,3159.0,3340.0,3111.0,3489.0,1304.0,17.0,3104.0,2498.0,4420.0
194,37.3673,-2.7667,0.18275958578225582,1242.0,1157.0,1208.0,1460.0,1642.0,1947.0,2111.0,2113.0,2296.0,1027.0,17.0,2935.0,2350.0,4360.0
195,37.4506,-2.5833,0.04409090909090909,1753.0,1419.0,1575.0,2103.0,2416.0,2480.0,2638.0,2297.0,2615.0,1068.0,17.0,2556.0,2063.0,4360.0
196,37.3172,-3.1833,0.08819936476911801,1708.0,1473.0,1608.0,1866.0,2308.0,2481.0,2610.0,2227.0,2531.0,960.0,14.0,2753.0,2501.0,300.0
197,37.3173,-3.0667,0.09715457574980774,1667.0,1471.0,1580.0,1761.0,1961.0,2124.0,2244.0,2140.0,2381.0,994.0,14.0,2564.0,2031.0,1680.0
198,37.2673,-3.1833,0.15594059405940594,1289.0,1182.0,1214.0,1364.0,1521.0,1763.0,1862.0,1868.0,2015.0,843.0,12.0,2314.0,1728.0,500.0
199,37.2506,-2.8833,0.08227311280746395,1455.0,1320.0,1415.0,1623.0,1717.0,1879.0,1985.0,1914.0,2054.0,947.0,15.0,2087.0,1584.0,640.0
200,37.2339,-3.1167,0.08424475317765297,1433.0,1297.0,1348.0,1549.0,1616.0,1784.0,1897.0,1834.0,1992.0,800.0,11.0,2132.0,1653.0,960.0
201,37.1839,-3.0167,0.08043758043758044,1422.0,1248.0,1269.0,1429.0,1533.0,1685.0,1788.0,1679.0,1874.0,827.0,13.0,2146.0,1684.0,640.0
202,37.0506,-4.0834,0.1876950512706197,1486.0,1454.0,1516.0,1822.0,2052.0,2456.0,2741.0,2664.0,3047.0,1233.0,20.0,3813.0,2655.0,5500.0
203,37.084,-3.9167,0.13054499366286437,1817.0,2046.0,2285.0,2744.0,3499.0,3909.0,4207.0,3568.0,4471.0,1439.0,19.0,4527.0,3512.0,2800.0
204,37.1506,-3.0667,0.12389109819516672,1351.0,1284.0,1321.0,1432.0,1505.0,1831.0,1984.0,1837.0,2055.0,898.0,13.0,1917.0,1377.0,2660.0
205,36.9506,-3.0833,0.06714801444043321,1512.0,1564.0,1880.0,2584.0,2830.0,3114.0,3264.0,2956.0,3379.0,821.0,14.0,3108.0,2514.0,1140.0
206,36.7806,-3.3653,0.1701880659391688,1441.0,1344.0,1474.0,1787.0,2028.0,2467.0,2691.0,2520.0,2852.0,643.0,10.0,2803.0,1906.0,1220.0
207,36.7609,-3.3686,0.1973642924380295,1784.0,1246.0,1217.0,1279.0,1413.0,1852.0,2159.0,1908.0,2297.0,598.0,9.0,2287.0,1477.0,1440.0
208,37.634,-2.575,0.07106252135292108,2025.0,2048.0,2351.0,2719.0,2843.0,3041.0,3229.0,3135.0,3369.0,1349.0,16.0,3347.0,2497.0,1740.0
209,37.6339,-2.55,0.13201002119868954,1857.0,1737.0,1920.0,2252.0,2565.0,2870.0,3021.0,2937.0,3222.0,1338.0,19.0,3630.0,2951.0,9860.0
210,37.6339,-2.55,0.13201002119868954,1857.0,1737.0,1920.0,2252.0,2565.0,2870.0,3021.0,2937.0,3222.0,1338.0,19.0,3630.0,2951.0,5900.0
211,37.6339,-2.5499,0.08528823422440444,1857.0,1971.0,2061.0,2515.0,2565.0,2870.0,3021.0,2984.0,3222.0,1338.0,19.0,3630.0,2951.0,5060.0
212,37.6423,-2.5847,0.062460567823343846,1946.0,2335.0,2560.0,2972.0,2929.0,3228.0,3564.0,3368.0,3692.0,1238.0,15.0,3222.0,2430.0,1080.0
213,37.1006,-3.7166,0.12456804344248806,1867.0,1947.0,2300.0,2660.0,2707.0,3172.0,3441.0,3417.0,3563.0,1193.0,15.0,3156.0,2384.0,1080.0
214,41.1007,-2.6833,0.1300768386388584,1348.0,1069.0,1087.0,1585.0,1723.0,1971.0,2145.0,2059.0,2233.0,1018.0,15.0,2416.0,2127.0,3560.0
215,40.8618,-3.2722,0.11190864600326264,1435.0,1302.0,1242.0,1361.0,1445.0,1614.0,1742.0,1704.0,1833.0,834.0,16.0,2781.0,2014.0,700.0
216,40.9507,-3.1,0.10975246048314942,1803.0,2300.0,2517.0,2985.0,2711.0,3158.0,3373.0,3721.0,3710.0,1206.0,17.0,4173.0,3095.0,2880.0
217,40.9674,-1.8666,0.19183503436784002,1355.0,1220.0,1435.0,1940.0,2331.0,2766.0,2958.0,2861.0,3408.0,1493.0,19.0,3366.0,2357.0,1920.0
218,40.8007,-2.6667,0.11832669322709163,1352.0,1223.0,1459.0,2213.0,2522.0,2684.0,2939.0,2807.0,3092.0,1199.0,20.0,4124.0,3363.0,2220.0
219,40.6007,-3.3167,0.14849961528597075,1554.0,1984.0,2320.0,3320.0,2900.0,3443.0,3621.0,4478.0,4245.0,1264.0,13.0,3513.0,2136.0,3320.0
220,40.6007,-3.3167,0.14849961528597075,1554.0,1984.0,2320.0,3320.0,2900.0,3443.0,3621.0,4478.0,4245.0,1264.0,13.0,3513.0,2136.0,3320.0
221,40.7757,-1.5833,0.09358288770053476,1562.0,1315.0,1398.0,1695.0,1862.0,2068.0,2182.0,2045.0,2228.0,933.0,19.0,2992.0,2304.0,3180.0
222,37.7164,-6.8935,0.1873015873015873,1250.0,1102.0,1057.0,1280.0,1356.0,1623.0,1844.0,1870.0,2119.0,476.0,11.0,2772.0,1606.0,800.0
223,37.2087,-7.1699,0.18322649572649571,1556.0,1350.0,1452.0,1529.0,1754.0,2212.0,2415.0,2215.0,2669.0,503.0,13.0,2792.0,2011.0,2860.0
224,37.2006,-6.9332,0.03331418724870764,1875.0,1566.0,1450.0,1683.0,1990.0,2001.0,2197.0,1799.0,2214.0,883.0,22.0,2614.0,2247.0,2600.0
225,42.2007,-0.2332,0.1626805588444234,1323.0,1263.0,1322.0,1768.0,1926.0,2229.0,2502.0,2455.0,2887.0,851.0,13.0,3878.0,2791.0,4820.0
226,38.037,-4.1042,0.12162723121627231,1681.0,1714.0,1808.0,2116.0,2264.0,2627.0,2944.0,2702.0,3204.0,1064.0,18.0,3322.0,2386.0,1180.0
227,38.0356,-4.0576,0.12745778394633356,1760.0,1756.0,1776.0,1886.0,1704.0,2164.0,2487.0,2437.0,2600.0,945.0,15.0,2267.0,1804.0,220.0
228,38.0006,-3.7667,0.18044861064613324,1709.0,1720.0,1888.0,2448.0,2659.0,3240.0,3689.0,3526.0,3948.0,1304.0,20.0,4200.0,3160.0,3100.0
229,37.9662,-3.9167,0.1842555618938962,1871.0,1778.0,1922.0,2145.0,2310.0,2792.0,3037.0,3114.0,3291.0,1075.0,17.0,3500.0,2527.0,3780.0
230,37.7506,-3.8167,0.19513122860403195,1710.0,1800.0,1854.0,2116.0,2205.0,2622.0,2966.0,3142.0,3375.0,1337.0,20.0,4262.0,2982.0,5160.0
231,37.6545,-3.0192,0.06093189964157706,1722.0,1697.0,1843.0,2227.0,2241.0,2355.0,2520.0,2516.0,2651.0,1032.0,17.0,3491.0,2841.0,3640.0
232,43.1508,-5.0835,0.02135948414830736,7072.0,7185.0,6830.0,7285.0,7327.0,7490.0,7735.0,7603.0,7856.0,3461.0,65.0,5585.0,4082.0,1000.0
233,43.1341,-5.0501,0.020862082961279324,6440.0,6148.0,5733.0,6031.0,6058.0,6320.0,6595.0,6288.0,6729.0,2737.0,32.0,3043.0,1598.0,160.0
234,43.1008,-5.0334,0.015498601345732214,6535.0,6462.0,6096.0,6511.0,6504.0,6784.0,7057.0,6716.0,7226.0,2523.0,25.0,3715.0,1967.0,1280.0
235,42.6008,-5.2835,0.03648068669527897,6281.0,5775.0,5512.0,5837.0,5953.0,6234.0,6544.0,6279.0,6797.0,3885.0,144.0,4698.0,3738.0,2560.0
236,42.3007,-5.6668,0.12077922077922078,1420.0,1294.0,1536.0,2031.0,2199.0,2488.0,2712.0,2589.0,2771.0,1121.0,19.0,3669.0,2912.0,120.0
237,43.1424,-5.0668,0.023413897280966767,6397.0,6240.0,6003.0,6465.0,6456.0,6740.0,6993.0,6775.0,7206.0,2934.0,42.0,4893.0,3705.0,880.0
238,42.8008,-5.6168,0.17249283667621776,1151.0,971.0,831.0,722.0,824.0,1179.0,1234.0,1023.0,1385.0,535.0,9.0,862.0,554.0,260.0
239,42.3841,-5.4335,0.19398496240601504,1381.0,1244.0,1423.0,1876.0,2230.0,2547.0,2906.0,2779.0,3232.0,1389.0,16.0,3625.0,2520.0,680.0
240,42.1174,-5.4335,0.14695077149155034,1409.0,1283.0,1579.0,2322.0,2527.0,3040.0,3311.0,3122.0,3340.0,1290.0,21.0,4144.0,3328.0,2400.0
241,42.6674,0.9669,0.08416351769151495,5434.0,4125.0,3728.0,3999.0,5671.0,5526.0,5748.0,4734.0,5232.0,2015.0,10.0,273.0,175.0,1400.0
242,41.9446,1.4664,0.13137557959814528,1221.0,848.0,511.0,281.0,286.0,372.0,412.0,366.0,356.0,270.0,8.0,109.0,63.0,1940.0
243,41.6052,1.2975,0.17558254020347883,1588.0,1325.0,1163.0,1256.0,1472.0,1690.0,1803.0,1791.0,1917.0,812.0,19.0,2407.0,1774.0,6640.0
244,41.5591,0.6002,0.1501240694789082,1639.0,1621.0,1789.0,2055.0,2002.0,2361.0,2693.0,2781.0,2883.0,696.0,15.0,3214.0,2297.0,2140.0
245,40.8629,-3.9505,0.05952572995644459,2826.0,3107.0,2818.0,2915.0,2507.0,2902.0,2903.0,3284.0,2755.0,1568.0,15.0,400.0,212.0,400.0
246,40.5507,-3.6667,0.058229552339279705,1353.0,1391.0,1331.0,1399.0,1589.0,1839.0,2004.0,1572.0,2063.0,710.0,12.0,2144.0,1564.0,1600.0
247,40.6174,-3.45,0.06663339156476167,1306.0,1163.0,1267.0,1870.0,1968.0,2129.0,2305.0,2137.0,2402.0,747.0,15.0,2897.0,2059.0,2100.0
248,40.5674,-3.3,0.09485407066052227,1402.0,1334.0,1543.0,2357.0,2575.0,2791.0,2980.0,2851.0,3235.0,931.0,19.0,3918.0,2986.0,3320.0
249,40.5174,-3.2667,0.1658327376697641,1576.0,1612.0,1802.0,2334.0,2543.0,2875.0,3233.0,3262.0,3460.0,1037.0,16.0,3637.0,2554.0,1140.0
250,40.4007,-4.0334,0.17765253614310217,1358.0,1250.0,1279.0,1678.0,1950.0,2194.0,2473.0,2403.0,2852.0,896.0,13.0,2608.0,1417.0,1800.0
251,40.5007,-3.5834,0.13382810629638497,1704.0,1522.0,1552.0,1809.0,1880.0,2244.0,2384.0,2368.0,2618.0,757.0,15.0,2875.0,2096.0,1100.0
252,40.384,-3.3,0.1810810810810811,1318.0,1356.0,1472.0,2121.0,2273.0,2776.0,3108.0,3059.0,3491.0,1063.0,17.0,3378.0,2218.0,2020.0
253,40.284,-4.2501,0.17902517902517903,1630.0,1355.0,1373.0,1777.0,1947.0,2316.0,2595.0,2552.0,2943.0,1057.0,21.0,3559.0,2317.0,2920.0
254,40.3174,-4.0667,0.11813643926788686,1509.0,1405.0,1487.0,1855.0,1998.0,2191.0,2435.0,2352.0,2648.0,851.0,17.0,3634.0,2387.0,2120.0
255,40.3007,-3.6334,0.09206039941548953,1798.0,1884.0,2107.0,2796.0,2487.0,2923.0,3055.0,3363.0,3479.0,1005.0,15.0,4091.0,2926.0,980.0
256,40.284,-3.3667,0.19679037111334002,1360.0,1255.0,1355.0,2002.0,2277.0,2582.0,2907.0,2983.0,3397.0,1092.0,15.0,2854.0,1710.0,1780.0
257,40.2507,-3.4,0.19041157847127996,1372.0,1208.0,1303.0,1790.0,1931.0,2322.0,2641.0,2632.0,2753.0,1010.0,19.0,3308.0,2534.0,3380.0
258,40.1007,-3.3,0.10286320254506894,2067.0,2448.0,2758.0,3384.0,3440.0,3795.0,4126.0,4160.0,4517.0,1212.0,17.0,4823.0,3092.0,5880.0
259,37.0839,-4.6168,0.13738588287686485,1434.0,1376.0,1465.0,1937.0,2117.0,2321.0,2626.0,2554.0,2962.0,737.0,14.0,2863.0,1760.0,2200.0
260,36.6887,-4.5695,0.12243878060969515,1516.0,1548.0,1540.0,1756.0,1837.0,2196.0,2338.0,2246.0,2477.0,1015.0,13.0,2752.0,2199.0,1300.0
261,38.084,-1.5666,0.16097952629466078,1732.0,1555.0,1633.0,2090.0,2318.0,2783.0,2958.0,2892.0,3195.0,884.0,19.0,3542.0,2614.0,3380.0
262,37.9673,-1.4166,0.08174740484429066,1904.0,1778.0,1821.0,2123.0,2210.0,2413.0,2552.0,2501.0,2709.0,717.0,18.0,3256.0,2490.0,1260.0
263,37.934,-1.3666,0.17731541152642238,1752.0,1663.0,1751.0,2234.0,2345.0,2880.0,3160.0,3197.0,3299.0,1014.0,12.0,3374.0,2560.0,1220.0
264,37.7673,-1.8166,0.0886151105833457,1820.0,2416.0,2522.0,3070.0,3000.0,3240.0,3491.0,3667.0,3791.0,1144.0,16.0,4532.0,3543.0,820.0
265,37.7173,-1.6999,0.13885180240320427,1998.0,1712.0,1712.0,1935.0,2658.0,2763.0,3143.0,2559.0,3283.0,992.0,16.0,3935.0,2975.0,2480.0
266,37.7006,-1.5333,0.06912196423805711,1771.0,1515.0,1514.0,1744.0,1764.0,1996.0,2140.0,2003.0,2204.0,789.0,14.0,2311.0,1850.0,1600.0
267,37.4839,-1.6249,0.15123809523809523,1637.0,1303.0,1097.0,1114.0,1177.0,1395.0,1539.0,1511.0,1652.0,559.0,6.0,1899.0,1251.0,1220.0
268,37.834,-0.9332,0.03686635944700461,2179.0,1932.0,1721.0,1881.0,1958.0,2213.0,2316.0,2025.0,2389.0,844.0,12.0,1584.0,937.0,1680.0
269,37.6673,-1.7999,0.0916030534351145,1436.0,1824.0,1885.0,2142.0,1976.0,2183.0,2345.0,2574.0,2516.0,877.0,12.0,2425.0,1905.0,1780.0
270,37.6006,-1.7666,0.08583391486392185,2037.0,1807.0,1800.0,1965.0,2157.0,2403.0,2578.0,2334.0,2622.0,808.0,17.0,2572.0,2048.0,1020.0
271,37.6403,-1.7699,0.17073170731707318,1466.0,1398.0,1375.0,1428.0,1557.0,1999.0,2123.0,2016.0,2241.0,643.0,16.0,2272.0,1582.0,1300.0
272,37.6506,-1.1832,0.09069212410501193,1621.0,1476.0,1483.0,1905.0,2024.0,2353.0,2466.0,2285.0,2607.0,749.0,11.0,2813.0,2282.0,1960.0
273,38.0006,-2.0666,0.15380811078140455,1372.0,1190.0,1251.0,1711.0,1973.0,2129.0,2348.0,2333.0,2720.0,1276.0,18.0,3492.0,2375.0,2500.0
274,42.3299,-1.4944,0.17454160789844853,1471.0,1490.0,1674.0,2341.0,2620.0,2914.0,3199.0,3331.0,3775.0,1193.0,14.0,4240.0,2699.0,1960.0
